@relation foodfacts
@attribute vitamin-c_100g numeric
@attribute sodium_100g numeric
@attribute salt_100g numeric
@attribute proteins_100g numeric
@attribute fiber_100g numeric
@attribute sugars_100g numeric
@attribute carbohydrates_100g numeric
@attribute saturated-fat_100g numeric
@attribute fat_100g numeric
@attribute energy_100g numeric
@attribute nutrition-score-fr_100g {bad, medium, good}
@data
0.067,0,0,0.6,0.4,9.2,10.9,0,0.1,202,medium
0.02,0.01,0.0254,0.7,0.1,10.2,10.2,0,0.2,194,medium
0.012,0.002,0.00508,0.5,0,10.9,12,0,0.5,204,good
0.012,0,0,0.4,7.1,7.6,7.6,0,0.1,157,bad
0.025,0,0,0.4,1.9,17,17,0,0.2,318,bad
0.012,0,0,0.5,2.9,8.3,8.3,0,0.2,180,bad
0.012,0,0,0.3,2.1,17,17,0,0.2,318,bad
0.012,0,0,1.1,1.7,22,22,0,0.3,417,medium
0.012,0.04,0.1016,0.5,2,19,19,0,0.2,355,bad
0.012,0.04,0.1016,0.4,2,16,16,0,0.2,297,bad
0.024,0,0,0.1,0.5,12,12,0,0.1,209,medium
0.012,0,0,0.4,1.9,17,17,0,0.2,318,bad
0.012,0.00393700787401575,0.01,0.6,1.9,19,20,0,0.2,373,bad
0.015,0.04,0.1016,0.4,2,17,17,0,0.3,323,bad
0.012,0,0,0.3,2.5,17,17,0,0.2,322,bad
0.012,0,0,0.7,1.6,17,17,0,0.2,321,bad
0,0.0333,0.0847,8,0,14,14.7,0,0,391,medium
0.012,0,0,0.5,0,11,11,0,0,205,medium
0.012,0.0118110236220472,0.03,0.3,0.3,5,5.1,0.01,0.03,102,medium
0.012,0.01,0.0254,0.3,0.3,5,5.1,0.1,0.1,102,medium
0.04,0.29,0.7366,25.7,5.9,35.7,40.5,4.5,9.8,1534,good
0.0156,0.0591,0.150114,8.7,10.9,11.9,63.9,0.7,5.1,1498,bad
0.0975,0.161417322834646,0.41,16,5.9,34.7,45,4.8,14.8,1632,good
0,0.0614,0.156,17.5,0,0,0,5.26,33.3,1520,medium
0.0566,0.01,0.0254,0.7,1.5,12.3,13,0.1,0.5,245,medium
0.0387,0.01,0.0254,0.5,0.2,10.9,11.6,0.1,0.5,222,medium
0.018,0.0118110236220472,0.0299999999999999,0.2,0.1,10.5,10.5,0,0.1,196,medium
0.025,0.0149606299212598,0.0379999999999999,0.3,0.1,11.1,11.1,0,0.2,201,good
0.04,0,0,0.3,0.2,15,16,0,0.1,280,good
0.012,0,0,0,0,9.5,9.5,0,0,167,good
0.012,0.02,0.0508,0,0,8.3,8.4,0,0,149,good
0.035,0.00118110236220472,0.003,1,1,8.8,8.8,0.1,0.5,183,medium
0.035,0.00196850393700787,0.005,1,1,9.9,10.3,0.1,0.5,191,medium
0.08,0.00984251968503937,0.025,0.2,0.1,13,13.4,0.05,0.1,235,medium
0.02,0.00393700787401575,0.01,0.5,0.4,9.5,9.5,0.1,0.1,185,medium
0.012,0.00393700787401575,0.01,0.5,0.4,10.2,10.6,0.1,0.1,201,medium
0.082,0.224409448818898,0.57,12,0,56,56,9.1,26.2,2130,good
0.115,0.3,0.762,82,1.4,0.9,2.3,0.9,2.9,1520,medium
0.04,0.5,1.27,45,5.8,29,30,1.9,7.7,1617,good
0.024,0,0,0,0,12.1,12.1,0,0,213,good
0.012,0,0,0.1,0.1,10.5,10.5,0,0,191,medium
0.012,0,0,0,0,13,13,0,0,222,medium
0.07,0,0,0,0,66,97,0,0,1650,good
0.024,0.00196850393700787,0.005,0.6,0.3,10.9,11.2,0.03,0.2,217,medium
0.0889,0.196850393700787,0.5,32,0.5,28,46,5.9,10.4,1677,good
0.0889,0.236220472440945,0.6,32,1.5,26,43,5.5,10.2,1638,good
0.0171,0,0,0,7.14,78.6,85.7,0,0,1490,medium
0.08,1.1,2.794,82.1,2.3,3,3.2,1.8,3.4,1573,good
0.035,0.00196850393700787,0.005,1,1,9.4,9.9,0.1,0.5,183,medium
0.12,0.1,0.254,0,0,82,90,1,1,1570,good
0.2,0.1,0.254,1,1,93.7,94.5,1,1,1649,good
0.25,0.0393700787401575,0.1,0.1,0.1,65,94,0.1,0.1,1625,good
0.024,0,0,0,0,0,0.2,0,0,0,medium
0.03,0.0196850393700787,0.05,0.5,1,10.8,14.9,0,0.2,277,medium
0.03,0.0196850393700787,0.05,0.4,1.1,9.5,13.7,0,0.2,256,medium
0.01,0.0196850393700787,0.05,1.4,0.1,6.9,8.1,1.2,3.5,289,medium
0.03,0.02,0.0508,1.2,1.2,11.9,16,0,0.2,309,medium
0.01,0.0196850393700787,0.05,1.5,0.3,6.5,7.8,1.2,3.5,288,medium
0.006,0.03,0.0762,2.1,1.1,5.3,12,0.3,2.4,337,medium
0.032,0.0078740157480315,0.02,0.4,0.2,11.7,11.7,0.02,0.1,219,medium
0.032,0,0,0,0,9.7,10,0,0,186,medium
0,0.0625,0.159,0.417,0.417,8.33,9.17,0,1.25,209,medium
0,0.411,1.04,3.57,3.57,39.3,67.9,8.93,17.9,1940,good
0.004,0.0167,0.0423,13.3,10,0,66.7,1.67,6.67,1530,bad
0.016,0,0,4.93,6,4.93,7.33,0.133,0.733,285,bad
0.088,0.15748031496063,0.4,35,1.9,19,40,6.3,12,1652,good
0.0261,0.103,0.261,0.697,0.606,2.61,3.7,0,0,79.1,medium
0.08,0.1,0.254,77.8,2.6,4.2,4.2,2.9,4.1,1567,bad
0.08,0.1,0.254,76.9,3,4.2,4.7,3.1,4.4,1574,bad
0.08,0.1,0.254,85.4,6,0.1,2.3,0.3,0.4,1552,bad
5,8.46,21.4884,0.01,3.74,0.35,3.19,0.01,0.01,798,medium
0,0.357,0.907,3.57,3.57,28.6,67.9,7.14,25,2090,good
0,0.0571,0.145,2.86,0,17.1,85.7,0,2.86,1550,medium
0,1.8,4.57,10,10,20,30,0,10,840,good
0,2.11,5.36,10,3,2,58,8,20,1880,good
0,1.85,4.7,10,3,2,58,8,21,1920,good
0,2.14,5.44,10,3,2,57,8,21,1880,good
0,0.184,0.466,6.89,0,26.2,69.2,0,28.5,2100,good
0.0675,0.05,0.127,5,0,67.5,75,0,0,1360,good
0.0225,0.025,0.0635,5,0,65,72.5,0,0,1260,good
0,0,0,0,0,100,100,0,0.267,1650,good
0,0.45,1.14,10,0,0,60,0,3,1670,medium
0.0022,0,0,8.6,7.2,19.2,68.8,0.002,10.1,1619,bad
0.0007,0,0,10.1,8.9,20.3,65.6,1.1,8.4,1549,bad
0.0192,0,0,0.8,0.7,10,10,0,0,201,medium
0.025,0,0,0.7,1,8.9,8.9,0,0,184,medium
0.022,0,0,0.8,1.3,11.5,11.7,0,0,240,medium
0.061,0,0,0.2,0.7,10.3,10.7,0,0,197,medium
0.033,0,0,0.8,0.4,10,10,0,0,201,medium
0.033,0,0,0.8,0.4,10,10,0,0,201,medium
0.0022,0.076,0.19304,0.6,0.4,6.1,7,0.16,0.29,130,good
0.021,0.0078740157480315,0.02,0.2,0.8,8.7,9.2,0,0,170,medium
0.022,0.00197,0.005,0.7,0.55,8.25,9.75,0.05,0.25,185,medium
0.021,0.00394,0.0100076,0.7,0.6,8.1,9.4,0.1,0.5,180,medium
0.034,0.00394,0.0100076,0.7,0.6,12,12,0.1,0.5,212,medium
0.022,0.00394,0.0100076,0.7,0.6,8.2,9.7,0.1,0.5,185,medium
0.019,0.00394,0.0100076,0.7,0.6,8.1,9.4,0.1,0.5,180,medium
0.019,0,0,0.7,0.6,8.1,9.4,0,0,180,medium
0.019,0,0,0.6,1.4,8.4,11,0.1,0.1,204,good
0.012,0.01,0.0254,0.6,0.8,10.5,12.1,0.1,0.1,226,medium
0.024,0,0,0.5,1.3,11,12,0,0,225,good
0.009,0,0,0.6,0.6,10,12,0.1,0.2,226,good
0.022,0.2,0.508,0.5,1.3,10.9,11.9,0.1,0.1,222,good
0.015,0,0,0.5,1.5,11,12,0.1,0.1,230,good
0.027,0,0,0.7,1.4,12.4,13.4,0.5,0.7,276,good
0.021,0,0,0.4,2.2,9.7,10.5,0,0.1,205,medium
0.106,0.35,0.889,12,3,27,73,3.5,6,1691,good
0.11,0.34,0.8636,8,4,24,76,3,6,1682,good
0.134,0.45,1.143,14,2.5,17,76,0.5,1.5,1686,medium
0.104,0.4,1.016,9,4.5,18,76,0.8,5,1666,medium
0.134,0.393700787401575,1,9,4.5,17,79,0.3,1.5,1588,medium
0.127,0.374015748031496,0.95,8,4.5,19,81,0.2,1.5,1605,medium
0.03,0,0,0.7,0.8,11.2,11.3,0,0,221,medium
0.026,0.01,0.0254,2,1.5,2.8,3,0.1,0.5,116,bad
0.044,0,0,3.1,2.3,0.7,1.1,0.2,0.8,107,bad
0.017,0,0,0.7,1,3.1,3.1,0,0.3,76,bad
0.049,0.015748031496063,0.04,0.5,0.5,9,9.6,0.1,0.1,177,medium
0.012,0.04,0.1016,2.7,0.5,3.5,3.7,0,0.1,130,bad
0.066,0.433070866141732,1.1,9.4,3.1,17,82,0.5,1.5,1626,medium
0.025,0.03,0.0762,0.7,0.3,9.2,9.2,0.1,0.1,174,medium
0.02,0.00393700787401575,0.01,0.2,0.2,9.9,10.3,0.1,0.1,184,medium
0.025,0.01,0.0254,0.7,0.3,9.2,9.2,0.05,0.1,188,medium
0.024,0.01,0.0254,0.2,0.1,11.5,11.5,0.1,0.1,203,medium
0.026,0.05,0.127,11,3,37,77.6,1.7,4,1677,good
0.012,0.04,0.1016,2.7,1,11.6,11.8,1.1,1.5,316,medium
0.032,0,0,0.8,0.7,10,10,0,0,204,medium
0.033,0,0,0.8,0.4,10,10,0,0,201,medium
0.029,0,0,0.8,0.7,10,10,0,0,204,medium
0.03,0,0,0.7,0.6,9.6,9.6,0,0,195,medium
0.028,0,0,0.5,0.8,10.9,11,0,0,208,medium
0.029,0,0,0.8,0.7,10,10,0,0,201,medium
0.032,0,0,0.8,0.7,10,10,0,0,204,medium
0.03,0,0,0.7,0.8,8.5,8.5,0,0,177,medium
0.037,0,0,0.5,0.6,11,11.2,0,0,224,medium
0.01,0,0,0.5,1.3,12.9,13.1,0,0,252,medium
0.024,0,0,0.1,0.6,11.7,12,0,0,214,medium
0.03,0,0,0.7,0.8,8.5,8.5,0,0,177,medium
0.032,0,0,0.8,0.7,10,10,0,0,204,medium
0.04,0,0,0.5,0.6,11,11.2,0,0,224,medium
0.024,0,0,0.2,0.5,11.3,11.8,0,0,212,medium
0.033,0,0,0.8,0.4,10,10,0,0,201,medium
0.021,0,0,0.8,1.3,11.4,11.5,0,0,233,medium
0.015,0,0,0.2,0.6,10.3,10.7,0,0,199,medium
0.03,0,0,0.8,0.7,10,10,0,0,204,medium
0.033,0,0,0.8,0.4,10,10,0,0,201,medium
0.03,0,0,0.1,0.6,11.7,12,0,0,219,medium
0.035,0,0,0.8,0.4,10,10,0,0,201,medium
0.017,0,0,0,0.4,9.8,10,0,0,184,medium
0.022,0,0,0.8,1.3,11.5,11.7,0,0,240,good
0.065,0,0,0.4,1.3,11,12,0,0.1,230,good
0.0444,0,0,0.1,1.9,12,12,0,0,220,medium
0.009,0,0,0.5,0.7,10.1,10.1,0,0,196,medium
0.032,0,0,0.5,1.2,13.1,13.2,0,0,253,medium
0.025,0,0,0.1,1.2,11,11,0,0,215,good
0.033,0,0,0.8,0.4,10,10,0,0,201,medium
0.032,0,0,0.8,0.7,10,10,0,0,204,medium
0.033,0,0,0.8,0.4,10,10,0,0,201,medium
0.032,0,0,0.8,0.7,10,10,0,0,204,medium
0.041,0,0,0.1,0.6,11.7,12,0,0,219,medium
0.032,0,0,0.8,0.7,10,10,0,0,204,medium
0.012,0.0078740157480315,0.02,0.1,0.1,7.2,7.8,0.1,0.1,137,good
0.036,0.0078740157480315,0.02,0.1,0.1,6.9,8.2,0.1,0.1,138,good
0.01,0,0,0.3,0,9.5,9.5,0,0,178,good
0.024,0,0,0,0,4.6,4.6,0,0,81,medium
0.024,0,0,0,0,3,3,0,0,54,medium
0.032,0,0,0,0,3,3,0,0,58,medium
0.032,0,0,0,0,4.6,4.6,0,0,80,medium
0.05,0.149,0.37846,15.3,1.7,35.5,68.2,3.4,9.4,1781,good
0.068,0.315,0.8001,7.8,3.5,31,83,2.3,2.9,1679,good
0.136,0.444881889763779,1.13,12.5,3.5,13,78,0.3,1.3,1615,medium
0.04,0.118110236220472,0.3,15,0,35,67,3.5,9.2,1749,good
0.06,0.0196850393700787,0.05,4.5,6.4,77.7,79.6,1.4,3.1,1596,good
0.02,0.00196850393700787,0.005,0,0,0,0,0,0,11,medium
0.0214,0.339,0.862,7.14,3.57,0,60.7,1.79,28.6,2240,medium
0,0.467,1.19,6.67,3.33,20,73.3,8.33,15,1950,good
0.015,0.005,0.0127,0,0,13,13,0,0,225,medium
0.015,0.0025,0.00635,0,0,12,12,0,0,215,medium
0.05,0.632,1.60528,5.3,2.1,32,86,0.1,0.6,1526,good
0,0,0,2.2,8,70,70,0,0.2,1280,medium
0,0.111,0.281,17.7,0,0,0,0,0,296,bad
0.000947,0.0789,0.201,5.26,0.211,48.4,71.1,5.26,20.5,2050,good
0.000925,0.0796,0.202,8.56,0.428,49.7,72.8,4.28,17.1,2000,good
0.029,0,0,0.8,0.7,10,10,0,0,201,medium
0.00474,0,0,5.26,2.63,50,71.1,0,0,1170,medium
0,2.12,5.38,9.01,0.721,7.21,63.1,9.01,19.8,1960,good
0.069,0.003,0.00762,1.2,0,0,20.2,0,0.2,331,medium
0.018,0.00118110236220472,0.003,0.6,1.2,11.6,11.8,0.1,0.2,227,medium
0.009,0,0,0,0,9.7,10.2,0,0,188,medium
0,0.0688,0.175,5,1.25,26.2,28.8,7.5,15,1100,good
0.03,0,0,0.7,0.8,8.5,8.5,0,0,177,medium
0.012,0.3,0.762,6,0,23,74,10,18,2040,good
0.02,0.001,0.00254,0.5,0.5,12.2,12.2,0.1,0.2,227,good
0.5,0,0,0,0,96,97,0,0,980,good
0.03,0.09,0.2286,12,1.4,39,72,4.1,9.7,1782,good
0.08,0.23,0.5842,13.6,4.9,40.3,70.4,1.6,2.8,1571,good
0.08,0.2,0.508,9.9,5,50.6,76,0.9,1.7,1563,good
0.0568,0.4,1.016,8,7.1,20.9,72.3,3.8,6.9,1677,good
0.025,0.0078740157480315,0.02,0.3,2,10,11.5,0.01,0.2,224,bad
0.02,0.0078740157480315,0.02,0.3,2.4,10,12.1,0.01,0.1,234,bad
0.025,0.0196850393700787,0.05,2.6,0.5,11.5,14.8,0.7,1.9,370,medium
0.092,0.18,0.4572,9.6,3.1,55.4,55.4,11.1,27.6,2151,good
0.085,0.188,0.47752,9.9,0,37.5,60.7,9.5,23.6,2072,good
0.00648,0.0551181102362205,0.14,3.6,0.4,9.5,9.8,1,1.8,296,medium
0.02,0.094488188976378,0.24,10,0,7,24,0.9,7,840,bad
0.02,0.01,0.0254,0.5,1.5,10.7,12.6,0.01,0.1,238,bad
0.02,0.01,0.0254,0.3,1.6,11.4,13.3,0.01,0.1,248,bad
0.015,0.0118110236220472,0.0299999999999999,0.3,1.7,12.7,13.5,0.1,0.5,267,medium
0.085,0.195,0.4953,9.9,0,46.9,61.7,9.5,23.5,2087,good
0.075,0.362,0.91948,15.6,3.3,52.6,55.4,10.2,15.6,1811,good
0.00648,0.0551181102362205,0.14,3.8,0.7,8.8,9.2,1.1,1.9,295,medium
0.0255,0.2,0.508,8.2,5.6,30,68.8,4,9.9,1726,good
0.0721,0.15,0.381,4.8,5.7,77.7,81.1,1.4,2.9,1617,good
0.01,0.004,0.01016,0.9,1.7,13.5,18,0.01,0.3,346,medium
0.093,0.34,0.8636,4.8,7.2,75.7,79.2,1.6,3.6,1602,good
0.068,0.16,0.4064,5,6.5,75.6,79.6,1.5,3,1601,good
0.025,0.0196850393700787,0.05,2.6,0.5,11.5,15.1,0.7,2,379,medium
0.092,0.18,0.4572,9.6,0,58.5,58.5,11.1,27.6,2179,good
0.003,0.196850393700787,0.5,7.8,8.7,25.2,74,1.8,4,1608,medium
0.00648,0.0551181102362205,0.14,3.6,0.4,9.5,9.8,1,1.8,293,medium
0.03,0.0118110236220472,0.03,0.3,1.4,10.7,11.9,0.01,0.1,222,medium
0.0143,0.0236220472440945,0.06,2.7,0.5,7.6,13,1.2,2.9,380,medium
0.0137,0.0236220472440945,0.06,2.6,0.2,5.9,11.9,1.1,2.6,346,medium
0.0142,0.03,0.0762,2.7,0.5,7.4,12.1,1.3,3.1,370,medium
0.0143,0.03,0.0762,2.9,0.5,8.5,13,1.2,2.8,376,medium
0.0143,0.03,0.0762,2.9,0.5,6.4,13.8,1,2.5,382,medium
0.00648,0.0551,0.14,3.6,0.4,9.5,9.8,1,1.8,296,medium
0.0521,0.161417322834646,0.41,6.2,3.1,28.6,82.3,1.1,2.4,1620,medium
0,0.25,0.635,5,2.5,35,72.5,7.5,15,1880,good
0.15,0.465,1.1811,62,0,0,9,0,0,1339,medium
0,0.00706,0.0179,7.06,2.35,40,54.1,7.06,28.2,1870,good
0.0367,0.487,1.24,9.33,9.33,15.3,73.3,0.333,1.67,1450,medium
0.0045,0.065,0.165,1.95,0,14.5,16,1.05,2.35,387,medium
0,0.266,0.675,25,6.25,6.25,18.8,12.5,50,2620,good
0.04,0.0197,0.050038,0.1,1.9,4.3,4.3,0,0,93,bad
0.068,0.16,0.4064,5,6.5,75.6,79.6,1.5,3,1601,good
0.012,0,0,0.4,0.9,13.3,14.2,0,0.1,60,medium
0.021,0.00393700787401575,0.01,0.3,0.1,10.8,10.8,0,0.1,200,medium
0.0112,0.193,0.489,0.9,1.38,7,7.83,0.425,2.9,255,medium
0,0.12,0.3048,9.8,4.4,33.6,62.9,3.8,14.1,1787,good
0.031,0.02,0.0508,3.1,3,1.5,2.4,0.1,0.3,129,bad
0.028,0,0,0.4,3,61,64,0,0,1119,medium
0.093,0.118110236220472,0.3,4.8,7.2,75.7,79.2,1.6,3.6,1619,good
0.03,0.002,0.00508,0.6,0.3,10,10,0,0,180,medium
0.04,0,0,0.4,0.2,10.9,11.3,0,0,199,medium
0.03,0,0,0.6,0.2,10,10,0,0.1,184,medium
0.02,0,0,0.5,0.5,12,12,0,0.1,220,good
0.0116,0.47,1.1938,0.9,1,2.7,7.4,0.5,3.2,270,medium
0.0082,0.4,1.016,1.3,3,2.9,6.7,0.7,5.4,284,medium
0.0272,0.590551181102362,1.5,0.7,2,0.8,2.8,0.4,1,112,bad
0.3099,0.03,0.0762,2,2.5,9.8,14.1,0.04,0.47,68.9,bad
0.02,0.31496062992126,0.8,0.8,1.3,3.3,4,0.6,3.3,214.1,medium
0.0851,0.002,0.00508,1.2,3,8.8,14.7,0.09,0.7,239,bad
0.3099,0.03,0.0762,2,2.5,9.8,14.1,0.04,0.47,68.9,bad
0.009,0.01,0.0254,0.3,0.5,14.2,14.2,0,0,247,good
0.012,0.01,0.0254,0.5,0.2,8.5,8.5,0.04,0.3,164,good
1.2e-05,1,2.54,1.2,2.4,3.5,5.6,0.26,0.5,134.4,medium
0.11,0.009,0.02286,4,4.3,2.9,3.5,0.1,0.5,147,bad
0.11,0.009,0.02286,4,4.3,2.9,3.5,0.1,0.5,147,bad
0.007,0.07,0.1778,0.8,2.6,6.8,7,0.05,0.3,142.8,bad
0.0174,0.0482283464566929,0.1225,1.19,2.56,4.21,4.37,0.03,0.28,104.16,bad
0.00942,1.6,4.064,17.8,40.8,0.5,42,0.36,0.9,1035.37,medium
0.133,0.056,0.14224,3,3.3,0.85,6.3,0.132,0.8,187,bad
0.0382,0.004,0.01016,2,2,0.1,3.6,0.017,0.4,110,bad
0.03,0.213,0.54102,1.8,1.6,1.1,3.7,0.03,0.2,87,bad
0.0281,0.079,0.20066,2.9,2.2,0.42,3.6,0.063,0.4,105,bad
0.0209,0.03166,0.0804164,1.6,2.3,1.3,4.2,0.047,0.3,87,bad
0.0197,0.006,0.01524,1.7,2.4,1.15,15.7,0.025,0.1,299,bad
0.0125,0.016,0.04064,1.4,2.9,0.2,3.5,0.042,0.2,114,bad
0.0313,0.087,0.22098,2.4,2.1,0.5,3.6,0.047,0.4,132,bad
0.025,0.0038,0.009652,0.62,1.1,14.8,16.2,1.3,1.5,330.8,medium
0.023,0.006,0.01524,0.32,1.5,13.7,19.2,0.1,0.2,340,medium
0.025,0.007,0.01778,0.9,1.4,14.5,20.6,0.22,0.52,385,medium
0.04,0,0,0.7,0.6,9.3,9.9,0,0.1,187,medium
0.03,0,0,0.6,0.6,8.9,9.5,0,0.1,173,medium
0.03,0,0,0.1,0,10.2,10.2,0,0.1,179,medium
0.024,0,0,0.6,0.3,9.5,9.7,0,0.1,178,medium
0.024,0,0,0.6,0.3,9.6,10.7,0,0.2,202,medium
0.02,0.015748031496063,0.04,0.8,0.1,10.5,11,0,0.1,205,medium
0.03,0,0,0.6,0.3,10,10,0,0,183,medium
0.012,0.01,0.0254,0.2,0.1,10.9,11,0.1,0.1,197,medium
0.012,0.03,0.0762,0.2,0.2,11.6,11.6,0,0.2,205,good
0,0.177,0.451,6.45,3.23,25.8,67.7,12.9,19.4,3.23,good
0.00794,0.353,0.896,13.2,5.88,30.9,60.3,2.94,10.3,1600,good
0.001,0.01,0.0254,0,0,1,1,0,0,17,medium
0.0166,0.585,1.48,2.31,3.08,2.31,3.85,0,0,96.9,bad
0.035,0.00118110236220472,0.003,0.7,0.43,8.6,8.6,0,0,171,medium
0.017,0,0,2,2,2,2,0,0.5,90,bad
0.00096,0,0,0.2,0.4,10.4,10.4,0,0,181,good
0,0.914,2.32,8.57,0.714,5,60.7,5.71,11.4,1580,good
0.00541,0.597,1.52,6.22,4.32,5.41,77,5.95,11.4,432,medium
0,2.4,6.1,8.33,1.67,6.67,63.3,7.5,18.3,1880,good
0,0.00909,0.0231,7.27,1.82,0,89.1,0,0.909,1670,bad
0,3.35,8.52,0,5.88,11.8,23.5,0,8.82,741,medium
0,2.3,5.85,4.35,4.35,4.35,13,0,0,274,medium
0,3.35,8.5,4.35,8.7,13,30.4,2.17,17.4,1090,good
0.0048,0.96,2.44,4,0,16,24,4,16,1000,good
0.00686,0.0114,0.029,0,1.43,30,35.7,0,0,597,medium
0,0.667,1.69,23.3,6.67,6.67,43.3,6.67,30,2230,good
0.022,0.57,1.45,6.67,6.67,3.33,53.3,6.67,33.3,2300,good
0.0032,1.52,3.86,10.4,4,0,58.9,8,16.5,1790,good
0.0384,0.064,0.163,14.2,11.8,0,43.2,0,12.8,1420,bad
0,1.9,4.83,9.67,0,5.67,65.9,13.9,17.3,1920,good
0.025,0.01,0.0254,0.7,0.2,9,9,0.1,0.2,177,medium
0.002,0.04,0.1016,0,0,11,11,0,0,192,good
0.024,0.1,0.254,0.2,0.1,10.5,10.5,0.1,0.1,190,medium
0.0264,0.1,0.254,0.3,0.4,14.4,14.6,0,0.1,263,good
0.032,0.001,0.00254,0.68,0.1,9.4,9.5,0.1,0.24,191,medium
0.032,0.001,0.00254,0.68,0.1,9.4,9.5,0.1,0.24,192,medium
0,0.075,0.191,7.5,2.5,37.5,42.5,15,42.5,2400,good
0.03,0.02,0.0508,12.1,7.9,19.9,61.4,0.6,5.1,1501,bad
0.012,0.328,0.833,1.6,2.4,7.2,11.2,0,0.8,234,medium
1.6e-05,0.288,0.73152,0.9,1.4,2.8,4,0.1,0.1,96,bad
0.0333,0.465,1.1811,4.6,1.2,36.5,88.4,0.2,0.4,1610,good
0.025,0.48,1.2192,21.9,2.7,32,69,0.2,1,1600,good
0.015,0.008,0.02032,0.1,0.1,13.4,13.9,0,0.1,238,medium
0.015,0.205,0.5207,0.7,0.5,3.4,4.7,0,0.1,25,medium
0.01,0.37,0.9398,1.4,1.4,1.1,8.9,0.1,0.1,208,bad
0.04,0.001,0.00254,0.7,0,8.6,10.8,0,0.1,215,medium
0.02,0.01,0.0254,0.4,0.2,11.6,13.4,0,0,233,medium
0.085,0.39,0.9906,9.5,7.6,13,72.9,0.4,1.8,1516,medium
